Year,Country,Artificial surfaces (including urban and associated areas): Climate altering,Climate Altering Land Cover Index: Climate altering,Grassland: Climate regulating,Herbaceous crops: Climate altering,Inland water bodies: Climate regulating,Mangroves: Climate regulating,Permanent snow and glaciers: Climate regulating,Shrub-covered areas: Climate regulating,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded: Climate regulating",Sparsely natural vegetated areas: Climate neutral,Terrestrial barren land: Climate neutral,Total Land Cover: Climate altering,Total Land Cover: Climate neutral,Total Land Cover: Climate regulating,Tree-covered areas: Climate regulating,Woody crops: Climate regulating
1994,Thailand,97.98,106.8658296,3964.73,24648.09,868.04,314.6,0.0,5537.45,11.79,30.37,0.24,,,,11371.62,4993.7
1994,"Timor-Leste, Dem. Rep. of",3.73,115.4255571,165.48,573.14,13.43,8.81,0.0,125.65,0.0,2.95,0.0,,,,340.96,264.53
1994,Togo,10.68,97.19317841,272.93,2128.66,13.62,0.78,0.0,1408.37,1.78,0.02,4.46,,,,1774.44,99.01
1994,Tokelau,0.01,100.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
1994,Tonga,0.07,88.58022201,4.03,13.1,9.32,1.04,0.0,2.6,0.0,0.16,0.0,,,,29.94,9.83
1994,Trinidad and Tobago,5.17,87.11952781,26.01,39.68,7.17,2.48,0.0,15.69,1.72,0.1,0.0,,,,384.51,34.72
1994,Tunisia,54.81,105.2370721,270.06,2467.67,165.22,0.0,0.0,131.83,0.35,1884.59,8636.26,,,,295.69,1729.12
1994,Turkmenistan,7.14,93.38608542,1407.69,3874.61,9057.62,0.0,0.0,6745.59,1.46,1164.12,33114.42,,,,71.09,137.56
1994,Turks and Caicos Islands,0.08,81.23474465,7.41,0.83,6.58,3.06,0.0,1.05,16.83,0.04,0.0,,,,16.55,0.83
1994,Tuvalu,0.01,100.0,0.1,0.45,3.47,0.0,0.0,0.05,0.0,0.09,0.0,,,,0.08,0.45
1994,"Türkiye, Rep. of",300.91,101.6262905,14174.16,31344.96,1357.22,0.0,0.0,6632.5,205.46,3419.54,1589.89,,,,15317.87,3890.05
1994,Uganda,15.51,93.75407778,1731.51,7397.5,3734.64,0.0,0.0,3011.87,377.03,0.0,0.15,,,,5217.6,2821.58
1994,Ukraine,812.2,101.0474874,4334.98,42943.79,1410.34,0.0,0.0,577.17,49.26,110.78,48.77,,,,8334.52,1375.09
1994,United Arab Emirates,122.16,77.24344295,29.96,130.82,28.17,1.4,0.0,7.14,0.95,337.24,6331.5,,,,36.29,124.59
1994,United Kingdom,701.05,96.70576485,11850.92,6519.75,460.91,0.0,0.0,764.29,1460.93,498.9,62.91,,,,1990.39,67.28
1994,United States,6415.94,97.36948142,199817.88,151220.27,18847.4,191.89,6536.75,202468.2,12518.8,18635.34,18218.74,,,,295986.82,1828.55
1994,United States Virgin Islands,2.5,104.1983089,3.25,5.39,4.02,0.96,0.0,0.37,2.19,0.0,0.0,,,,15.58,1.8
1994,Uruguay,26.01,103.2770929,11568.27,2819.95,423.53,0.0,0.0,816.66,287.79,1.09,3.24,,,,1786.0,98.14
1994,"Uzbekistan, Rep. of",50.78,100.7919979,3252.12,7813.41,2243.57,0.0,37.42,4421.2,67.69,2254.86,24017.93,,,,251.75,650.53
1994,Vanuatu,0.28,652.189781,33.6,35.46,41.2,18.21,0.0,19.51,0.0,0.68,2.33,,,,895.91,182.63
1994,"Venezuela, Rep. Bolivariana de",133.56,97.00460212,18077.45,7836.04,1316.02,315.53,0.05,7427.24,1918.53,546.62,103.04,,,,51800.6,2336.0
1994,Vietnam,77.47,121.698868,1851.4,9809.2,770.94,180.85,0.0,5691.6,58.32,6.1,18.71,,,,12059.75,2419.99
1994,Wallis and Futuna Islands,0.03,100.0,1.1,0.72,3.76,0.0,0.0,0.86,0.0,0.0,0.0,,,,4.49,3.6
1994,West Bank and Gaza,8.79,92.67448701,38.64,98.19,19.12,0.0,0.0,31.0,0.0,119.7,122.84,,,,31.64,154.27
1994,Western Sahara,0.77,81.26216113,0.47,3.48,16.24,0.0,0.0,0.0,0.0,19.77,26935.18,,,,0.15,3.48
1994,"Yemen, Rep. of",6.34,111.3757119,180.79,1802.68,123.41,0.13,0.0,1662.52,0.9,5252.74,36009.67,,,,453.48,114.12
1994,Zambia,27.0,89.04727918,3170.18,7400.86,1398.36,0.0,0.0,13019.6,2739.5,0.0,3.8,,,,47745.22,59.73
1994,Zimbabwe,27.18,93.8381422,2938.46,12545.42,437.67,0.0,0.0,11686.61,27.58,17.62,92.71,,,,11096.78,404.69
1995,"Afghanistan, Islamic Rep. of",26.69,98.75470303,24045.96,5771.52,228.39,0.0,317.57,3312.12,5.84,4227.85,25088.58,,,,1241.12,82.96
1995,Africa,,94.48971599,,,,,,,,,,312910.7,904969.77,1507698.46,,
1995,Albania,13.74,95.54688385,404.07,988.4,55.46,0.0,0.0,324.51,6.5,32.78,51.61,,,,779.26,214.12
1995,Algeria,88.58,94.4371871,826.75,8393.28,163.41,0.0,0.0,2061.5,2.07,9078.62,209024.25,,,,1523.75,569.3
1995,American Samoa,0.01,99.61685824,1.48,2.59,1.36,0.16,0.0,1.05,0.0,0.02,0.0,,,,8.21,5.18
1995,Americas,,94.36793954,,,,,,,,,,453189.56,307424.19,3186935.39,,
1995,"Andorra, Principality of",0.19,89.03500599,11.43,0.3,0.0,0.0,0.0,0.8,0.0,5.28,2.33,,,,27.18,0.3
1995,Angola,25.45,93.61656969,17892.32,5311.6,225.14,19.7,0.0,23397.2,719.8,44.24,2668.6,,,,74765.83,354.11
1995,Anguilla,0.05,74.90660025,4.81,0.04,1.22,0.05,0.0,0.12,0.91,0.0,0.02,,,,0.77,0.04
1995,Antigua and Barbuda,0.59,85.85365854,14.17,1.17,6.86,0.5,0.0,0.93,4.08,0.02,0.0,,,,17.43,0.29
1995,Argentina,328.51,92.63957226,14624.69,49732.12,4390.36,0.0,685.92,95996.71,8491.79,46768.78,12616.0,,,,43130.25,1871.49
1995,"Armenia, Rep. of",29.31,97.34129314,676.67,834.63,128.77,0.0,0.0,440.77,1.4,43.48,45.25,,,,652.23,113.2
1995,"Aruba, Kingdom of the Netherlands",0.13,31.98118843,2.98,0.57,0.77,0.02,0.0,11.41,0.25,1.18,0.0,,,,0.16,0.57
1995,Asia,,100.1531435,,,,,,,,,,677586.26,986540.65,1456343.81,,
1995,Australia,620.34,95.031178,128170.55,50616.09,1505.25,2527.9,0.0,184518.94,10054.2,280008.0,36960.7,,,,76366.07,610.27
1995,Austria,86.34,94.94701844,1426.33,1661.68,68.48,0.0,34.13,290.33,12.73,111.8,194.74,,,,4413.94,91.66
1995,"Azerbaijan, Rep. of",33.84,92.32796272,956.63,3353.08,8014.27,0.0,0.0,982.24,3.35,892.04,457.54,,,,1202.29,601.16
1995,"Bahamas, The",6.9,92.99214741,155.54,12.08,287.17,79.4,0.0,34.92,270.75,3.42,1.36,,,,398.42,4.03
1995,"Bahrain, Kingdom of",10.75,69.45121951,1.53,0.64,4.98,0.0,0.0,0.18,0.04,2.21,43.67,,,,2.31,1.28
1995,Bangladesh,16.51,108.7758738,919.59,9387.95,1217.55,411.42,0.0,865.93,36.03,0.59,7.45,,,,762.57,413.32
1995,Barbados,3.27,103.5260453,4.03,25.1,0.92,0.0,0.0,1.49,0.29,0.04,0.0,,,,7.01,1.57
1995,"Belarus, Rep. of",61.51,99.38555058,1234.39,9826.04,207.16,0.0,0.0,456.7,41.17,1.35,0.17,,,,8656.95,231.78
1995,Belgium,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
1995,Belize,0.45,67.41182757,63.54,75.24,65.01,48.39,0.0,81.53,12.05,0.02,0.64,,,,1808.36,41.26
1995,Benin,15.32,102.7782511,420.29,3185.29,23.79,6.8,0.0,4156.86,2.28,0.07,1.05,,,,3464.48,320.31
1995,Bermuda,0.19,100.0,0.04,0.08,3.05,0.0,0.0,0.01,0.74,1.99,0.0,,,,0.05,0.08
1995,Bhutan,0.03,95.86802208,540.32,60.29,1.13,0.0,104.63,257.52,0.05,4.78,6.43,,,,2798.89,7.85
1995,Bolivia,56.02,71.93868105,11091.92,3925.19,1206.35,0.0,85.87,11069.17,2841.05,7377.57,8793.5,,,,62361.95,249.1
1995,Bosnia and Herzegovina,18.26,88.35724694,685.62,1039.33,23.96,0.0,0.0,246.48,6.04,3.14,1.16,,,,2939.04,152.84
1995,Botswana,14.64,90.10854826,4042.36,2656.7,41.33,0.0,0.0,45598.92,757.57,54.89,917.6,,,,4045.22,7.7
1995,Brazil,1086.01,88.46667917,64063.85,127613.61,11412.5,648.88,0.0,148974.47,13181.9,168.75,448.51,,,,463578.34,22612.64
1995,British Virgin Islands,0.55,42.14285714,1.41,0.04,3.18,1.32,0.0,0.05,2.32,0.03,0.0,,,,6.43,0.02
1995,Brunei Darussalam,1.12,117.2658175,10.41,27.68,11.01,18.66,0.0,7.5,0.0,0.21,0.0,,,,489.81,27.68
1995,Bulgaria,111.48,100.2215363,789.6,5319.32,117.35,0.0,0.0,373.86,10.39,12.61,60.59,,,,4070.57,271.42
1995,Burkina Faso,13.82,99.89718587,5845.97,15543.25,93.61,0.0,0.0,4178.4,26.08,85.99,88.04,,,,1298.86,321.9
1995,Burundi,2.16,92.83778191,473.95,1037.74,199.82,0.0,0.0,288.49,23.72,0.0,0.0,,,,269.17,408.47
1995,Cabo Verde,2.23,100.2318645,49.57,19.85,36.01,0.0,0.0,142.74,2.83,5.6,140.28,,,,8.45,1.42
1995,Cambodia,5.31,87.26116725,1041.19,5884.94,407.73,43.15,0.0,1525.29,476.33,0.28,1.79,,,,8675.81,190.86
1995,Cameroon,28.64,96.00936869,1657.61,4642.38,369.28,233.79,0.0,2605.74,172.52,0.17,4.6,,,,36193.66,934.71
1995,Canada,587.06,98.69251497,158872.55,52002.06,103050.0,0.0,18314.8,52166.7,11679.8,109042.65,39373.56,,,,437804.39,201.13
1995,Cayman Islands,0.26,65.40540541,0.63,0.95,2.72,8.48,0.0,0.32,0.77,0.04,0.0,,,,9.58,2.39
1995,Central African Rep.,8.84,87.60210245,4998.48,782.54,82.99,0.0,0.0,5095.55,24.16,0.0,0.2,,,,51334.48,37.66
1995,Chad,15.46,94.41663907,15912.65,17677.55,367.1,0.0,0.0,15735.35,669.4,6837.45,63976.52,,,,5884.93,155.07
1995,Chile,108.17,121.2321759,5060.44,2929.68,2748.06,0.0,2797.08,14644.06,118.36,11765.66,14031.4,,,,20906.61,386.94
1995,"China, P.R.: Hong Kong",10.77,118.9264414,10.49,19.14,14.64,1.9,0.0,11.21,0.36,0.05,0.02,,,,37.28,3.19
1995,"China, P.R.: Macao",0.45,80.99085366,0.14,0.21,0.4,0.0,0.0,0.02,0.02,0.0,0.0,,,,0.15,0.21
1995,"China, P.R.: Mainland",2815.56,100.8546439,289312.83,200760.59,12310.4,124.53,6286.23,25447.23,3091.09,21646.75,172636.36,,,,184509.74,17493.94
1995,Colombia,134.04,127.3753125,16715.07,5355.5,1167.47,356.02,6.73,6973.35,2373.6,575.9,23.53,,,,76311.84,4533.98
1995,"Comoros, Union of the",1.22,98.58711991,12.96,7.89,4.46,0.81,0.0,18.86,0.0,0.0,0.0,,,,114.31,5.09
1995,"Congo, Dem. Rep. of the",75.42,90.41606392,7333.97,18261.03,4340.03,247.25,0.0,8480.1,4849.58,4.87,27.22,,,,188118.26,2725.53
1995,"Congo, Rep. of",11.71,107.9950949,2248.41,2614.77,284.63,76.14,0.0,2333.13,94.9,0.19,0.04,,,,26376.9,247.72
1995,Cook Islands,0.01,151.4741045,1.27,2.67,3.52,0.0,0.0,0.86,0.08,1.23,0.0,,,,10.91,4.0
1995,Costa Rica,16.86,114.1535775,337.58,337.38,41.37,32.67,0.0,291.62,3.5,0.0,2.31,,,,3619.22,444.73
1995,"Croatia, Rep. of",36.41,94.32126011,547.82,1899.16,99.28,0.0,0.0,263.6,27.09,30.87,8.93,,,,2547.06,197.23
1995,Cuba,43.02,102.9922885,1254.26,3583.5,419.88,396.43,0.0,447.86,217.48,1.07,0.43,,,,4249.6,486.36
1995,Cyprus,10.23,86.89229273,84.48,218.36,19.22,0.0,0.0,113.69,0.66,136.62,79.81,,,,179.12,92.54
1995,Czech Rep.,136.02,99.66299937,959.44,3630.11,59.32,0.0,0.0,227.68,7.36,4.84,0.53,,,,2765.84,84.68
1995,Côte d'Ivoire,65.94,107.7515134,1274.53,6083.07,270.2,11.11,0.0,4348.49,10.16,0.02,0.09,,,,12616.98,7705.23
1995,Denmark,81.07,101.3371296,502.82,2929.7,264.55,0.0,0.0,88.71,56.85,0.94,2.25,,,,496.77,11.37
1995,Djibouti,1.19,79.36507937,69.46,1.31,20.14,0.75,0.0,24.61,93.88,23.6,1942.75,,,,1.83,0.79
1995,Dominica,0.19,70.97717537,0.19,0.03,1.29,3.15,0.0,0.03,0.0,0.26,0.0,,,,69.97,0.12
1995,Dominican Rep.,31.07,103.957237,827.83,926.79,53.18,18.31,0.0,181.26,212.93,2.11,0.49,,,,2135.35,444.46
1995,Ecuador,52.65,127.1734423,1835.87,1353.3,299.04,189.23,12.45,3028.51,110.52,35.34,348.53,,,,17271.28,1226.92
1995,"Egypt, Arab Rep. of",82.73,105.0337146,250.54,3821.74,802.94,2.05,0.0,102.25,1111.14,1206.35,90772.0,,,,24.54,632.21
1995,El Salvador,16.49,95.44936431,97.44,310.09,47.94,40.1,0.0,87.23,1.59,0.0,1.29,,,,1338.02,145.45
1995,Emerging and Developing Countries Asia excluding China,,103.0187696,,,,,,,,,,296007.94,108910.14,590044.87,,
1995,Emerging and Developing Countries Europe,,98.62181684,,,,,,,,,,290763.93,159632.42,1497228.93,,
1995,Emerging and Developing Economies,,97.63978459,,,,,,,,,,1479596.66,2167099.87,6099648.37,,
1995,"Equatorial Guinea, Rep. of",1.03,25.84195827,23.01,30.43,19.3,40.32,0.0,13.21,0.88,0.0,0.0,,,,2440.35,148.59
1995,"Eritrea, The State of",7.14,99.61388555,2438.3,1695.96,93.51,7.09,0.0,1695.94,20.07,719.59,5055.17,,,,436.07,7.74
1995,"Estonia, Rep. of",13.14,81.22854538,318.59,809.92,252.31,0.0,0.0,120.59,179.83,2.97,0.58,,,,2811.92,11.12
1995,"Eswatini, Kingdom of",1.84,83.22552911,246.53,445.22,5.89,0.0,0.0,187.55,8.63,0.23,22.97,,,,787.48,30.01
1995,"Ethiopia, The Federal Dem. Rep. of",26.44,102.9437604,11082.41,18850.71,771.77,0.0,0.0,50820.92,250.0,865.77,7612.89,,,,22281.33,1062.01
1995,Europe,,97.9628206,,,,,,,,,,365751.05,176595.93,1728313.96,,
1995,Falkland Islands (Malvinas),0.01,739.9877352,1034.38,0.36,65.36,0.0,0.0,35.29,0.02,7.96,8.22,,,,54.75,0.36
1995,Faroe Islands,0.0,100.0072046,98.09,1.27,5.87,0.0,0.0,12.06,2.46,6.68,0.51,,,,10.59,1.27
1995,"Fiji, Rep. of",1.77,121.885926,62.13,231.8,61.07,43.78,0.0,40.37,0.0,4.36,0.0,,,,1246.49,137.97
1995,Finland,35.33,85.55167701,691.46,2141.92,3267.87,0.0,0.0,776.57,3047.59,659.17,15.28,,,,22911.69,2.5
1995,France,697.89,98.7312405,11058.47,24490.85,439.43,0.0,25.03,1359.69,164.62,245.35,208.25,,,,14586.1,1583.08
1995,French Polynesia,0.41,131.9388091,20.33,15.08,86.91,1.84,0.0,13.75,0.0,38.36,0.0,,,,126.38,100.52
1995,Gabon,8.07,85.19591117,646.97,586.18,282.43,223.32,0.0,683.26,27.88,0.05,0.0,,,,23815.99,306.61
1995,"Gambia, The",5.45,98.4314665,49.68,584.73,94.49,135.52,0.0,141.45,4.52,0.0,1.4,,,,95.41,15.8
1995,Georgia,42.7,90.82323385,910.68,1222.86,34.63,0.0,37.86,608.55,9.15,46.91,115.92,,,,3465.73,486.92
1995,Germany,1080.62,100.3154842,6368.38,15651.58,455.87,0.0,0.0,841.17,110.09,30.02,12.13,,,,10823.63,298.88
1995,Ghana,85.56,95.21619932,868.38,6102.25,497.03,25.29,0.0,5204.64,72.78,0.53,111.61,,,,7626.4,3457.94
1995,Gibraltar,0.29,92.6916221,0.06,0.03,0.02,0.0,0.0,0.07,0.02,0.0,0.0,,,,0.14,0.03
1995,Greece,87.25,109.4270676,1412.11,3556.83,353.99,0.0,0.0,3059.15,20.79,71.73,269.07,,,,3075.18,1365.49
1995,Greenland,0.06,100.0,6118.77,0.0,5544.14,0.0,175240.0,1015.41,104.35,26506.1,680.25,,,,130.92,0.0
1995,Grenada,0.38,54.39658255,1.81,0.05,1.46,0.16,0.0,0.14,0.01,0.0,0.0,,,,27.78,0.42
1995,Guadeloupe,1.87,51.13325927,9.53,20.47,5.84,3.29,0.0,2.15,3.83,0.05,0.02,,,,116.85,6.82
1995,Guam,0.01,146.3414634,48.45,0.59,1.92,0.0,0.0,0.14,0.0,0.02,0.0,,,,0.37,2.97
1995,Guatemala,35.01,97.09382013,956.65,961.99,133.62,32.58,0.0,595.98,22.59,0.0,1.95,,,,7837.18,394.03
1995,Guinea,19.8,99.76068636,801.0,2864.39,92.16,241.24,0.0,4001.79,1.47,0.0,1.33,,,,15811.54,618.14
1995,Guinea-Bissau,1.48,108.8903006,102.94,324.2,50.66,268.6,0.0,177.82,1.33,0.03,1.6,,,,2005.2,145.89
1995,Guyana,8.52,81.10591789,253.73,141.98,116.52,8.53,0.0,1081.04,120.06,1.91,2.85,,,,19568.69,8.49
1995,Haiti,13.97,95.76083822,1475.89,284.89,42.53,12.49,0.0,51.6,294.61,6.29,0.02,,,,429.23,106.83
1995,Holy See,0.05,100.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.01,0.0
1995,Honduras,18.65,129.9343647,1166.5,964.98,128.41,59.23,0.0,747.16,15.35,0.09,0.59,,,,7963.9,211.09
1995,Hungary,142.55,100.4760575,1079.51,5902.17,133.38,0.0,0.0,88.57,54.11,1.84,1.21,,,,1627.79,276.32
1995,Iceland,2.39,75.63298544,3604.27,0.0,333.07,0.0,1102.48,75.27,722.66,2329.31,2006.96,,,,37.0,0.0
1995,India,649.65,102.7528016,25055.72,182977.65,4818.44,319.47,783.16,22650.61,706.5,513.74,1211.38,,,,48770.84,9040.9
1995,Indonesia,783.14,101.8845128,9183.8,22051.03,3999.47,3992.31,0.0,6835.18,0.0,1610.08,0.0,,,,123900.72,17593.01
1995,"Iran, Islamic Rep. of",194.92,94.41478813,6938.58,22508.18,6572.4,0.72,0.0,6833.14,69.82,16360.99,103878.91,,,,3136.93,1708.7
1995,Iraq,59.62,97.61416411,910.28,7871.46,705.75,0.0,0.0,352.75,17.93,959.07,32106.07,,,,236.13,491.97
1995,Ireland,32.55,91.30388953,4828.57,438.97,193.88,0.0,0.0,163.53,858.53,24.74,25.26,,,,398.58,3.32
1995,Isle of Man,0.75,87.32861695,39.68,3.03,1.15,0.0,0.0,2.57,0.0,0.02,0.82,,,,5.83,3.03
1995,Israel,29.9,98.88146834,82.08,393.55,50.09,0.0,0.0,63.18,0.07,84.88,1207.72,,,,70.85,94.68
1995,Italy,540.45,100.0853871,3265.67,10911.33,391.36,0.0,42.31,1289.23,31.87,237.19,866.61,,,,9121.35,3484.3
1995,Jamaica,14.79,65.99076985,71.62,60.13,10.47,8.76,0.0,12.0,6.18,0.19,0.0,,,,877.4,41.86
1995,Japan,970.35,94.31718719,1285.74,7064.83,953.87,2.84,0.0,863.85,71.25,7.23,4.0,,,,25585.59,622.56
1995,Jordan,20.04,104.2486702,39.5,398.29,48.07,0.0,0.0,9.22,0.04,171.0,8124.45,,,,14.2,112.22
1995,"Kazakhstan, Rep. of",133.27,84.76959182,89199.3,39937.73,19273.3,0.0,113.64,20547.0,1186.86,66930.1,38316.77,,,,8055.42,165.66
1995,Kenya,5.48,98.22895877,14241.04,10769.99,1242.83,17.1,0.0,20568.01,892.76,415.5,2868.92,,,,6657.98,950.64
1995,Kiribati,0.02,92.02898551,2.8,2.52,84.16,0.05,0.0,0.29,0.0,9.33,0.0,,,,1.44,44.08
1995,"Korea, Dem. People's Rep. of",48.96,93.72667397,305.02,3313.7,207.48,0.0,0.0,125.79,5.14,53.43,17.93,,,,7906.29,276.14
1995,"Korea, Rep. of",116.51,87.6346463,297.46,3150.25,258.52,0.0,0.0,125.04,5.84,59.73,41.71,,,,5518.02,356.9
1995,Kuwait,10.33,83.54582135,3.85,30.39,13.84,0.0,0.0,4.93,9.98,17.17,1645.68,,,,2.95,6.08
1995,Kyrgyz Rep.,3.81,96.47248824,8747.45,3600.41,718.95,0.0,609.51,836.78,0.0,2016.1,1828.51,,,,1393.75,180.55
1995,Lao People's Dem. Rep.,3.28,89.41476115,1307.88,2604.62,202.91,0.0,0.0,8087.83,89.38,0.0,0.0,,,,10639.14,226.49
1995,Latin America and the Caribbean,,91.48894204,,,,,,,,,,242492.31,122180.04,1666975.63,,
1995,Latvia,16.97,87.50566263,612.73,1484.5,118.99,0.0,0.0,171.95,118.92,0.1,0.09,,,,3872.94,42.96
1995,Lebanon,9.93,109.3126746,59.85,286.98,2.32,0.0,0.0,225.95,0.0,125.37,51.97,,,,47.97,205.67
1995,"Lesotho, Kingdom of",2.76,93.41631695,1440.3,653.91,6.92,0.0,0.0,757.19,0.9,0.16,0.72,,,,184.85,8.17
1995,Liberia,12.31,84.16441471,361.43,2638.12,48.21,27.95,0.0,177.28,3.29,0.0,0.0,,,,5273.64,1130.62
1995,Libya,39.84,97.02422708,141.36,1722.07,61.81,0.0,0.0,203.42,23.93,3849.04,155778.29,,,,155.42,317.71
1995,Liechtenstein,0.12,62.01331146,3.26,0.76,0.07,0.0,0.0,0.56,0.02,0.04,0.15,,,,9.2,0.76
1995,Lithuania,32.28,101.4721561,645.7,3316.56,116.36,0.0,0.0,195.57,29.84,0.62,0.88,,,,2090.52,49.76
1995,Luxembourg,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
1995,"Madagascar, Rep. of",21.73,92.84067397,22016.03,3383.03,487.64,142.32,0.0,9104.5,280.23,58.19,331.64,,,,22652.08,676.61
1995,Malawi,11.17,81.88805421,571.43,4442.09,2465.16,0.0,0.0,375.31,213.4,0.34,12.73,,,,3598.88,251.07
1995,Malaysia,123.63,105.3433936,1523.27,810.25,455.63,619.63,0.0,1199.53,0.0,8.29,0.0,,,,23254.2,5201.41
1995,Maldives,0.08,60.26592242,0.33,1.77,106.26,0.02,0.0,0.65,0.0,0.86,0.18,,,,0.42,2.36
1995,Mali,13.33,92.89844226,15258.36,19952.86,407.62,0.0,0.0,10323.85,302.6,4310.48,71482.98,,,,3092.13,688.24
1995,Malta,3.89,97.56673187,1.75,15.11,1.62,0.0,0.0,0.48,0.0,0.35,5.7,,,,1.26,1.51
1995,"Marshall Islands, Rep. of the",0.05,84.21052632,0.15,0.11,161.27,0.0,0.0,0.04,0.0,2.9,0.0,,,,0.13,1.81
1995,Martinique,1.83,63.91224735,3.86,5.64,3.16,1.84,0.0,2.96,0.29,0.0,0.0,,,,83.31,8.46
1995,"Mauritania, Islamic Rep. of",17.13,93.14210688,11796.73,1634.14,72.14,2.7,0.0,762.65,184.08,4322.87,85296.43,,,,255.63,36.31
1995,Mauritius,6.19,80.43717106,14.22,87.17,7.12,1.07,0.0,11.02,0.07,0.03,0.08,,,,70.4,4.74
1995,Mayotte,0.18,80.48780488,2.03,0.15,2.74,1.92,0.0,2.96,0.01,0.0,0.0,,,,28.02,0.31
1995,Mexico,600.94,96.29001851,17507.45,24214.34,1723.22,742.34,0.0,72128.35,126.45,60.65,2780.34,,,,73502.63,2567.41
1995,"Micronesia, Federated States of",3.11,99.81275468,0.9,1.75,48.84,27.2,0.0,0.25,0.0,0.4,0.0,,,,26.11,1.75
1995,Middle East and Central Asia,,87.9894582,,,,,,,,,,164351.64,1288315.18,377731.22,,
1995,"Moldova, Rep. of",78.4,93.19189968,177.82,2282.47,31.8,0.0,0.0,7.42,3.56,0.29,0.02,,,,263.75,531.67
1995,Monaco,0.06,87.80487805,0.06,0.3,0.0,0.0,0.0,0.03,0.0,0.0,0.0,,,,0.02,0.3
1995,Mongolia,32.46,88.25172417,32225.17,5230.55,1493.03,0.0,62.01,2676.54,370.17,35603.92,69097.88,,,,9595.7,3.96
1995,Montenegro,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
1995,Montserrat,0.0,96.96923638,0.21,0.31,0.54,0.12,0.0,0.21,0.99,0.43,0.0,,,,7.16,0.31
1995,Morocco,83.11,104.7026571,1263.34,7064.48,71.62,0.0,0.0,2325.44,0.18,8799.57,19700.94,,,,1566.46,655.69
1995,"Mozambique, Rep. of",26.16,85.05953991,3516.27,8014.75,1550.57,491.09,0.0,14778.71,1487.04,40.75,550.63,,,,48202.65,505.04
1995,Myanmar,42.2,103.1980581,4313.57,17095.53,994.99,391.64,1.57,14905.96,58.78,0.41,0.91,,,,28211.64,1021.43
1995,Namibia,38.44,86.5382859,37545.67,1923.15,486.63,0.0,0.0,17782.69,145.37,4802.25,15396.52,,,,4523.28,9.43
1995,"Nauru, Rep. of",0.0,100.0,0.11,0.84,0.18,0.0,0.0,0.02,0.0,0.14,0.0,,,,0.03,0.84
1995,Nepal,10.92,101.6469185,3186.11,2975.19,30.53,0.0,488.22,538.34,2.29,10.3,190.35,,,,7285.35,82.23
1995,New Caledonia,1.38,91.5582837,62.24,149.27,58.92,55.23,0.0,112.85,0.0,93.9,0.0,,,,1206.3,127.95
1995,New Zealand,157.43,121.418701,13999.92,615.79,685.54,21.58,108.46,2304.32,118.45,162.19,969.59,,,,7847.96,71.87
1995,Nicaragua,13.74,99.04439963,1195.33,1324.55,1029.67,88.76,0.0,836.91,30.88,0.18,2.3,,,,8217.95,176.61
1995,Niger,6.98,99.51130797,15220.58,7643.45,62.11,0.0,0.0,1297.28,183.87,12661.1,80990.85,,,,831.29,8.2
1995,Nigeria,197.0,94.66724552,7796.69,39900.86,918.43,894.01,0.0,16028.69,380.73,45.3,24.89,,,,18970.02,6306.52
1995,Niue,0.03,100.0,0.78,1.31,0.53,0.0,0.0,0.46,0.0,0.0,0.0,,,,19.7,3.66
1995,Norfolk Island,0.0,96.4600906,0.36,1.27,0.33,0.0,0.0,0.09,0.0,0.0,0.05,,,,0.51,1.27
1995,"North Macedonia, Republic of ",14.69,103.9708201,462.06,763.49,50.88,0.0,0.0,143.46,1.14,3.46,10.56,,,,1032.35,62.99
1995,Northern Mariana Islands,0.02,100.0,16.48,9.79,3.45,0.03,0.0,0.53,0.0,0.07,0.02,,,,7.49,9.79
1995,Norway,135.19,82.90765897,3318.01,991.16,2339.38,0.0,3532.34,1510.68,3235.88,6605.39,3619.0,,,,13312.9,5.02
1995,Oceania,,95.25404641,,,,,,,,,,53191.38,318524.62,480785.18,,
1995,Oman,19.25,58.89317187,22.13,106.74,39.91,0.0,0.0,59.76,3.2,1844.25,28697.16,,,,40.5,163.93
1995,Pakistan,43.07,98.98123975,15983.4,24203.07,534.84,8.22,210.93,7224.99,381.21,2654.24,25007.05,,,,2463.38,449.74
1995,"Palau, Rep. of",0.05,70.95207922,1.3,0.39,4.94,4.05,0.0,1.18,0.0,0.09,0.0,,,,30.72,2.59
1995,Panama,12.28,97.86490381,428.58,992.91,124.39,134.49,0.0,381.76,8.55,0.64,4.45,,,,5114.39,307.8
1995,Papua New Guinea,15.72,84.28939966,943.96,827.74,786.37,628.24,0.0,665.17,0.0,401.36,0.88,,,,39695.93,2730.69
1995,Paraguay,28.17,79.137637,2777.05,4923.1,330.75,0.0,0.0,7101.72,2921.58,2.37,0.53,,,,21872.22,160.95
