Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Trade Flow,Scale,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Belgium-Luxembourg,,,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,2811581972.0,3195647084.0,3358426395.0,3637875223.0,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium-Luxembourg,,,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,,6309091144.0,6713199530.0,6892970089.0,7415551644.0,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium-Luxembourg,,,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,,685927200.0,321905362.0,176117299.0,139801198.0,,,,,,,,,,,,,,,,,,,,,,,,,
Belize,BZ,BLZ,Comparative advantage in low carbon technology products,Index,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLA,Trade in Low Carbon Technology Products; Comparative Advantage,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Comparative Advantage",Not Applicable,Units,,,,,0.0070655240112508,0.0213096721143166,0.023277323227708,,0.0001153204174003,0.0067637537434891,0.0678398645796643,0.0024759339668126,0.0060861047017267,0.0367065187547344,,0.0101384701459728,0.0547873215290837,0.0341365920565872,0.0838871825913506,0.0469624725717026,0.105339536602571,0.0219397229986045,0.0543639972517814,0.0218982584941903,0.0911238371860976,0.0406235575765432,0.0143664710397358,0.0271360291205976,0.0366858240726312,0.0189652468605355
Belize,BZ,BLZ,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,100516.0,300508.0,124101.0,372060.0,40510.0,124644.0,153203.0,,807.0,76712.0,859025.0,29855.5,91546.0,483285.0,,174211.96,1059497.005,825769.405,1963394.0,1067161.0,2110664.0,313916.0,581841.0,277837.59,986458.635,472070.615,160330.31,369999.46,464036.275,230526.01
Belize,BZ,BLZ,Exports of low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,0.0133975171776637,0.0377396526847339,0.0149876724397549,0.0440145410214594,0.0045436553804192,0.0131215365893452,0.0141531725734036,,6.73205540792106e-05,0.0060529375435475,0.0633312571571103,0.0020926159930609,0.0057786627371662,0.0284416745026665,,0.010360673284663,0.0609231845186438,0.0454010833913222,0.103363550451428,0.0527838296502908,0.0993194940470978,0.0143033065325819,0.0259681637405446,0.012257550737339,0.0430244279385512,0.0197784524513878,0.0078296690220119,0.0152603830620288,0.0163941011494325,0.0074516937477381
Belize,BZ,BLZ,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,0.0244442567159856,0.0749168302013806,0.0836902659654616,,0.0004093192716186,0.0243662271640311,0.257652226125582,0.0093638885957484,0.0234824779521512,0.143308520460666,,0.04430923949592,0.237062159581161,0.138096863571582,0.337002595183661,0.186107555560136,0.427646034053317,0.0954460283762116,0.236364467890769,0.100091010334605,0.409469870356569,0.192753584072998,0.0756729448925977,0.140148287862306,0.162006643931696,0.0909827206523975
Belize,BZ,BLZ,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,7775693.0,5449156.0,5276283.0,5266014.0,6364428.0,1023315.0,12798826.0,6783104.0,7126664.0,10426494.0,7505402.5,7230896.0,9390667.0,8269103.0,14747417.0,13173582.38,10334243.54,8651628.06,14311902.0,15728326.0,20901177.0,25937686.0,17705506.0,17053349.035,20800938.375,24324113.82,21072483.22,28377340.135,30565385.565,26859316.335
Belize,BZ,BLZ,Imports of low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,1.03640197118607,0.684338702679908,0.637216471289088,0.622967234377733,0.713842693791434,0.107726526867926,1.18237889019774,0.600665207787384,0.594511733849273,0.822699407917581,0.553332645493575,0.506824156814008,0.592767542765786,0.486642738663569,0.851506055815357,0.783454723933839,0.594239552426128,0.47566946007495,0.753454988877878,0.777953167580375,0.983526664892582,1.18182785714605,0.790214988144863,0.752354247810971,0.907233656248984,1.01911305919987,1.02906661307211,1.17040462908131,1.0798552820553,0.868220465022758
Belize,BZ,BLZ,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,1.96096451767954,0.278976854502331,2.89186402479724,0.894205976079778,1.27911883406578,1.37322437074079,1.08630831618297,1.02233571705317,1.02431166416774,0.902260572448909,1.31373907811336,1.48784015726998,1.1555042246275,0.82098598213969,1.30564604718326,1.31050784715176,1.65052530786449,2.52134306091666,1.85885789344621,1.86756984221369,2.17187868385366,2.46718797801765,2.67724257498721,2.67608071239185,2.21817633997586,2.00819889637839
Belize,BZ,BLZ,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,7876209.0,5749664.0,5400384.0,5638074.0,6404938.0,1147959.0,12952029.0,,7127471.0,10503206.0,8364427.5,7260751.5,9482213.0,8752388.0,,13347794.34,11393740.545,9477397.465,16275296.0,16795487.0,23011841.0,26251602.0,18287347.0,17331186.625,21787397.01,24796184.435,21232813.53,28747339.595,31029421.84,27089842.345
Belize,BZ,BLZ,Total trade in low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,1.04979948836374,0.722078355364642,0.652204143728843,0.666981775399193,0.718386349171854,0.120848063457271,1.19653206277115,,0.594579054403352,0.828752345461129,0.616663902650685,0.508916772807069,0.598546205502953,0.515084413166235,,0.793815397218502,0.655162736944772,0.521070543466272,0.856818539329306,0.830736997230666,1.08284615893968,1.19613116367863,0.816183151885408,0.76461179854831,0.950258084187535,1.03889151165126,1.03689628209412,1.18566501214333,1.09624938320473,0.875672158770497
Belize,BZ,BLZ,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,-7675177.0,-5148648.0,-5152182.0,-4893954.0,-6323918.0,-898671.0,-12645623.0,,-7125857.0,-10349782.0,-6646377.5,-7201040.5,-9299121.0,-7785818.0,,-12999370.42,-9274746.535,-7825858.655,-12348508.0,-14661165.0,-18790513.0,-25623770.0,-17123665.0,-16775511.445,-19814479.74,-23852043.205,-20912152.91,-28007340.675,-30101349.29,-26628790.325
Belize,BZ,BLZ,Trade balance in low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,-1.02300445400841,-0.646599049995175,-0.622228798849333,-0.578952693356274,-0.709299038411015,-0.0946049902785807,-1.16822571762434,,-0.594444413295194,-0.816646470374034,-0.490001388336465,-0.504731540820947,-0.58698888002862,-0.458201064160902,,-0.773094050649176,-0.533316367907484,-0.430268376683628,-0.65009143842645,-0.725169337930084,-0.884207170845484,-1.16752455061346,-0.764246824404319,-0.740096697073632,-0.864209228310433,-0.999334606748484,-1.02123694405009,-1.15514424601928,-1.06346118090587,-0.86076877127502
Benin,BJ,BEN,Comparative advantage in low carbon technology products,Index,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLA,Trade in Low Carbon Technology Products; Comparative Advantage,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Comparative Advantage",Not Applicable,Units,,,,,0.002891190947497,0.0331740457182485,0.0918278588835642,0.0036749458535279,0.0495655666947769,0.304002201402915,0.708194250359173,0.557190996209682,0.476291804156588,0.0800915365581803,0.0622145313234242,0.0364868367473652,0.0802095965012428,0.179646761541216,0.0471951926531959,0.375939901105895,0.44532776765068,0.246056704592991,0.136199803505099,0.108827763179083,0.905920005415822,0.0525722156941397,0.100287346218177,0.0629440572601342,0.0321298363775273,0.0657047136268807
Benin,BJ,BEN,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,23246.0,241554.0,645039.0,78609.0,422484.0,2972182.0,7558625.0,6225755.0,4130677.0,858493.0,926062.0,678597.0,1852479.0,2624502.0,875819.0,8859494.0,17543868.0,6689606.835,2426723.242,3649109.586,38993953.976,2129028.32,4444875.688,3334646.433,1288989.381,3320067.557
Benin,BJ,BEN,Exports of low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,0.0006914962163887,0.0065621030974012,0.0183169274351251,0.002144127045483,0.0100798316251758,0.0555764260347758,0.122160369079945,0.0947418183951429,0.0587203995473278,0.010507855122801,0.009462490867974,0.0069756716666793,0.0194116453160438,0.0245476973985857,0.007855996304073,0.0707738797421887,0.132028390378521,0.0587358186769387,0.0205344687002923,0.028739542302145,0.273498805474862,0.0147928320554322,0.0283579368245929,0.0188404679013969,0.007391364289701,0.0171156150444354
Benin,BJ,BEN,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,0.0100025155420907,0.116627526544491,0.330153852220278,0.0133456414501522,0.175928444539354,1.09515913480431,2.6896843952291,2.10727526864468,1.83771268126954,0.312691042216957,0.245366736274704,0.159462321692561,0.347063145907293,0.726746661720344,0.189598719530244,1.48981201800042,1.80789340670957,1.07043900281847,0.592171210906591,0.497422238939203,4.07080033749537,0.249448438350348,0.528246554272281,0.325084477795567,0.14188714832444,0.315207792939399
Benin,BJ,BEN,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,21931326.0,20170384.0,6275624.0,9625376.0,6124604.0,13667813.0,12424459.0,8822736.0,7906690.0,10521161.0,10882149.0,14905959.0,23134547.0,16796020.0,16182294.0,66809813.0,33500382.0,36402596.534,35382160.194,73462673.926,58542697.725,42918622.513,50154475.882,68720410.339,69034181.523,94251299.007
Benin,BJ,BEN,Imports of low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,0.652388752877428,0.547952587504961,0.178206510642193,0.262540281704932,0.146123822655718,0.255572572020034,0.200800608187157,0.134261957282336,0.112399007692168,0.128777794940279,0.111193673357111,0.153226548099952,0.242420897031138,0.157097848071975,0.145153327177674,0.533708772855438,0.252110966209139,0.319620623771798,0.299397083473608,0.578575012661997,0.410611293917978,0.298205509490498,0.319981380440426,0.388264456570275,0.395858019933403,0.485884375406941
Benin,BJ,BEN,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,3.42933677518667,2.39204228407301,1.12086083897917,1.5591828314295,0.857052427317794,1.54271676486902,1.38563210737337,0.993829397508849,0.777361918890421,0.632255467793791,0.624341770080152,0.942953963010542,1.09220612508158,0.881372536244498,0.686666634406114,2.20927915078323,0.862786341977935,1.43007228473445,1.38328233180158,2.2753149330625,1.74814838446102,1.45921804009251,1.878695795308,2.15524714501891,1.89273088317745,2.41354772649306
Benin,BJ,BEN,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,,,,,21954572.0,20411938.0,6920663.0,9703985.0,6547088.0,16639995.0,19983084.0,15048491.0,12037367.0,11379654.0,11808211.0,15584556.0,24987026.0,19420522.0,17058113.0,75669307.0,51044250.0,43092203.369,37808883.436,77111783.512,97536651.701,45047650.833,54599351.57,72055056.772,70323170.904,97571366.564
Benin,BJ,BEN,Total trade in low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,,,,,0.653080249093817,0.554514690602362,0.196523438077318,0.264684408750415,0.156203654280894,0.31114899805481,0.322960977267102,0.229003775677479,0.171119407239496,0.13928565006308,0.120656164225085,0.160202219766632,0.261832542347182,0.18164554547056,0.153009323481747,0.604482652597627,0.38413935658766,0.378356442448736,0.319931552173901,0.607314554964142,0.68411009939284,0.312998341545931,0.348339317265019,0.407104924471672,0.403249384223104,0.502999990451376
Benin,BJ,BEN,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,,,,,-21908080.0,-19928830.0,-5630585.0,-9546767.0,-5702120.0,-10695631.0,-4865834.0,-2596981.0,-3776013.0,-9662668.0,-9956087.0,-14227362.0,-21282068.0,-14171518.0,-15306475.0,-57950319.0,-15956514.0,-29712989.699,-32955436.952,-69813564.34,-19548743.749,-40789594.193,-45709600.194,-65385763.906,-67745192.142,-90931231.45
Benin,BJ,BEN,Trade balance in low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,,,,,-0.651697256661039,-0.54139048440756,-0.159889583207068,-0.260396154659449,-0.136043991030542,-0.199996145985258,-0.0786402391072116,-0.0395201388871931,-0.0536786081448402,-0.118269939817478,-0.101731182489137,-0.146250876433273,-0.223009251715095,-0.132550150673389,-0.137297330873601,-0.462934893113249,-0.120082575830617,-0.260884805094859,-0.278862614773316,-0.549835470359851,-0.137112488443116,-0.283412677435066,-0.291623443615833,-0.369423988668878,-0.388466655643702,-0.468768760362505
Bermuda,BM,BMU,Comparative advantage in low carbon technology products,Index,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLA,Trade in Low Carbon Technology Products; Comparative Advantage,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Comparative Advantage",Not Applicable,Units,,,,,,,,,,,,,,,,,,,0.24788032372399,0.441275748878262,0.518332434994689,0.0261816883122193,0.915008324735522,0.0392975648366343,0.206228931376812,0.114177126795793,0.118985368899196,0.166292138964994,0.257833878054871,
Bermuda,BM,BMU,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,,,,,,,,,,,,,,,196452.0,634717.0,850450.0,368203.0,768010.0,264842.87,1500345.08,421041.82,369232.1,631142.74,1100901.47,
Bermuda,BM,BMU,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,,,,,,,,,,,,,,,0.995817356232962,1.74873141158216,2.10426984298379,0.113900169375163,3.97828465022683,0.179618528534218,0.926700810702035,0.541755860933117,0.62673521137031,0.858841890879845,1.13860877686338,
Bermuda,BM,BMU,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,14902593.0,,15151221.0,,,,,,,,,,,,,13431993.0,18729305.0,14860543.0,20001839.0,17746865.0,23794168.0,16187174.0,22882702.86,29102987.64,80326014.26,24729107.18,29708869.99,47076943.38,
Bermuda,BM,BMU,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,,,,,,,,,,,,0.942455660746332,1.33918689215234,1.21730376838246,1.98692003449997,1.39533705159088,1.95765791725582,1.13368186169182,1.94615677095184,2.82463790512814,8.4047858775498,1.87276069873678,2.33855385183726,3.81662745874513,
Bermuda,BM,BMU,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,,,,,,,,,,,,,,,,,,,15056995.0,20636556.0,18597315.0,24162371.0,16955184.0,23147545.73,30603332.72,80747056.08,25098339.28,30340012.73,48177844.85,
Bermuda,BM,BMU,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,,,,,,,,,,,,,,,,,,,-14664091.0,-19367122.0,-16896415.0,-23425965.0,-15419164.0,-22617859.99,-27602642.56,-79904972.44,-24359875.08,-29077727.25,-45976041.91,
